,Week,U.S. 30 yr FRM,U.S. 15 yr FRM
2118,2011-11-03,4.0,3.31
2119,2011-11-10,3.99,3.3
2120,2011-11-17,4.0,3.31
2121,2011-11-23,3.98,3.3
2122,2011-12-01,4.0,3.3
2123,2011-12-08,3.99,3.27
2124,2011-12-15,3.94,3.21
2125,2011-12-22,3.91,3.21
2126,2011-12-29,3.95,3.24
2127,2012-01-05,3.91,3.23
2128,2012-01-12,3.89,3.16
2129,2012-01-19,3.88,3.17
2130,2012-01-26,3.98,3.24
2131,2012-02-02,3.87,3.14
2132,2012-02-09,3.87,3.16
2133,2012-02-16,3.87,3.16
2134,2012-02-23,3.95,3.19
2135,2012-03-01,3.9,3.17
2136,2012-03-08,3.88,3.13
2137,2012-03-15,3.92,3.16
2138,2012-03-22,4.08,3.3
2139,2012-03-29,3.99,3.23
2140,2012-04-05,3.98,3.21
2141,2012-04-12,3.88,3.11
2142,2012-04-19,3.9,3.13
2143,2012-04-26,3.88,3.12
2144,2012-05-03,3.84,3.07
2145,2012-05-10,3.83,3.05
2146,2012-05-17,3.79,3.04
2147,2012-05-24,3.78,3.04
2148,2012-05-31,3.75,2.97
2149,2012-06-07,3.67,2.94
2150,2012-06-14,3.71,2.98
2151,2012-06-21,3.66,2.95
2152,2012-06-28,3.66,2.94
2153,2012-07-05,3.62,2.89
2154,2012-07-12,3.56,2.86
2155,2012-07-19,3.53,2.83
2156,2012-07-26,3.49,2.8
2157,2012-08-02,3.55,2.83
2158,2012-08-09,3.59,2.84
2159,2012-08-16,3.62,2.88
2160,2012-08-23,3.66,2.89
2161,2012-08-30,3.59,2.86
2162,2012-09-06,3.55,2.86
2163,2012-09-13,3.55,2.85
2164,2012-09-20,3.49,2.77
2165,2012-09-27,3.4,2.73
2166,2012-10-04,3.36,2.69
2167,2012-10-11,3.39,2.7
2168,2012-10-18,3.37,2.66
2169,2012-10-25,3.41,2.72
2170,2012-11-01,3.39,2.7
2171,2012-11-08,3.4,2.69
2172,2012-11-15,3.34,2.65
2173,2012-11-21,3.31,2.63
2174,2012-11-29,3.32,2.64
2175,2012-12-06,3.34,2.67
2176,2012-12-13,3.32,2.66
2177,2012-12-20,3.37,2.65
2178,2012-12-27,3.35,2.65
2179,2013-01-03,3.34,2.64
2180,2013-01-10,3.4,2.66
2181,2013-01-17,3.38,2.66
2182,2013-01-24,3.42,2.71
2183,2013-01-31,3.53,2.81
2184,2013-02-07,3.53,2.77
2185,2013-02-14,3.53,2.77
2186,2013-02-21,3.56,2.77
2187,2013-02-28,3.51,2.76
2188,2013-03-07,3.52,2.76
2189,2013-03-14,3.63,2.79
2190,2013-03-21,3.54,2.72
2191,2013-03-28,3.57,2.76
2192,2013-04-04,3.54,2.74
2193,2013-04-11,3.43,2.65
2194,2013-04-18,3.41,2.64
2195,2013-04-25,3.4,2.61
2196,2013-05-02,3.35,2.56
2197,2013-05-09,3.42,2.61
2198,2013-05-16,3.51,2.69
2199,2013-05-23,3.59,2.77
2200,2013-05-30,3.81,2.98
2201,2013-06-06,3.91,3.03
2202,2013-06-13,3.98,3.1
2203,2013-06-20,3.93,3.04
2204,2013-06-27,4.46,3.5
2205,2013-07-03,4.29,3.39
2206,2013-07-11,4.51,3.53
2207,2013-07-18,4.37,3.41
2208,2013-07-25,4.31,3.39
2209,2013-08-01,4.39,3.43
2210,2013-08-08,4.4,3.43
2211,2013-08-15,4.4,3.44
2212,2013-08-22,4.58,3.6
2213,2013-08-29,4.51,3.54
2214,2013-09-05,4.57,3.59
2215,2013-09-12,4.57,3.59
2216,2013-09-19,4.5,3.54
2217,2013-09-26,4.32,3.37
2218,2013-10-03,4.22,3.29
2219,2013-10-10,4.23,3.31
2220,2013-10-17,4.28,3.33
2221,2013-10-24,4.13,3.24
2222,2013-10-31,4.1,3.2
2223,2013-11-07,4.16,3.27
2224,2013-11-14,4.35,3.35
2225,2013-11-21,4.22,3.27
2226,2013-11-27,4.29,3.3
2227,2013-12-05,4.46,3.47
2228,2013-12-12,4.42,3.43
2229,2013-12-19,4.47,3.51
2230,2013-12-26,4.48,3.52
2231,2014-01-02,4.53,3.55
2232,2014-01-09,4.51,3.56
2233,2014-01-16,4.41,3.45
2234,2014-01-23,4.39,3.44
2235,2014-01-30,4.32,3.4
2236,2014-02-06,4.23,3.33
2237,2014-02-13,4.28,3.33
2238,2014-02-20,4.33,3.35
2239,2014-02-27,4.37,3.39
2240,2014-03-06,4.28,3.32
2241,2014-03-13,4.37,3.38
2242,2014-03-20,4.32,3.32
2243,2014-03-27,4.4,3.42
2244,2014-04-03,4.41,3.47
2245,2014-04-10,4.34,3.38
2246,2014-04-17,4.27,3.33
2247,2014-04-24,4.33,3.39
2248,2014-05-01,4.29,3.38
2249,2014-05-08,4.21,3.32
2250,2014-05-15,4.2,3.29
2251,2014-05-22,4.14,3.25
2252,2014-05-29,4.12,3.21
2253,2014-06-05,4.14,3.23
2254,2014-06-12,4.2,3.31
2255,2014-06-19,4.17,3.3
2256,2014-06-26,4.14,3.22
2257,2014-07-03,4.12,3.22
2258,2014-07-10,4.15,3.24
2259,2014-07-17,4.13,3.23
2260,2014-07-24,4.13,3.26
2261,2014-07-31,4.12,3.23
2262,2014-08-07,4.14,3.27
2263,2014-08-14,4.12,3.24
2264,2014-08-21,4.1,3.23
2265,2014-08-28,4.1,3.25
2266,2014-09-04,4.1,3.24
2267,2014-09-11,4.12,3.26
2268,2014-09-18,4.23,3.37
2269,2014-09-25,4.2,3.36
2270,2014-10-02,4.19,3.36
2271,2014-10-09,4.12,3.3
2272,2014-10-16,3.97,3.18
2273,2014-10-23,3.92,3.08
2274,2014-10-30,3.98,3.13
2275,2014-11-06,4.02,3.21
2276,2014-11-13,4.01,3.2
2277,2014-11-20,3.99,3.17
2278,2014-11-26,3.97,3.17
2279,2014-12-04,3.89,3.1
2280,2014-12-11,3.93,3.2
2281,2014-12-18,3.8,3.09
2282,2014-12-24,3.83,3.1
2283,2014-12-31,3.87,3.15
2284,2015-01-08,3.73,3.05
2285,2015-01-15,3.66,2.98
2286,2015-01-22,3.63,2.93
2287,2015-01-29,3.66,2.98
2288,2015-02-05,3.59,2.92
2289,2015-02-12,3.69,2.99
2290,2015-02-19,3.76,3.05
2291,2015-02-26,3.8,3.07
2292,2015-03-05,3.75,3.03
2293,2015-03-12,3.86,3.1
2294,2015-03-19,3.78,3.06
2295,2015-03-26,3.69,2.97
2296,2015-04-02,3.7,2.98
2297,2015-04-09,3.66,2.93
2298,2015-04-16,3.67,2.94
2299,2015-04-23,3.65,2.92
2300,2015-04-30,3.68,2.94
2301,2015-05-07,3.8,3.02
2302,2015-05-14,3.85,3.07
2303,2015-05-21,3.84,3.05
2304,2015-05-28,3.87,3.11
2305,2015-06-04,3.87,3.08
2306,2015-06-11,4.04,3.25
2307,2015-06-18,4.0,3.23
2308,2015-06-25,4.02,3.21
2309,2015-07-02,4.08,3.24
2310,2015-07-09,4.04,3.2
2311,2015-07-16,4.09,3.25
2312,2015-07-23,4.04,3.21
2313,2015-07-30,3.98,3.17
2314,2015-08-06,3.91,3.13
2315,2015-08-13,3.94,3.17
2316,2015-08-20,3.93,3.15
2317,2015-08-27,3.84,3.06
2318,2015-09-03,3.89,3.09
2319,2015-09-10,3.9,3.1
2320,2015-09-17,3.91,3.11
2321,2015-09-24,3.86,3.08
2322,2015-10-01,3.85,3.07
2323,2015-10-08,3.76,2.99
2324,2015-10-15,3.82,3.03
2325,2015-10-22,3.79,2.98
2326,2015-10-29,3.76,2.98
2327,2015-11-05,3.87,3.09
2328,2015-11-12,3.98,3.2
2329,2015-11-19,3.97,3.18
2330,2015-11-25,3.95,3.18
2331,2015-12-03,3.93,3.16
2332,2015-12-10,3.95,3.19
2333,2015-12-17,3.97,3.22
2334,2015-12-24,3.96,3.22
2335,2015-12-31,4.01,3.24
2336,2016-01-07,3.97,3.26
2337,2016-01-14,3.92,3.19
2338,2016-01-21,3.81,3.1
2339,2016-01-28,3.79,3.07
2340,2016-02-04,3.72,3.01
2341,2016-02-11,3.65,2.95
2342,2016-02-18,3.65,2.95
2343,2016-02-25,3.62,2.93
2344,2016-03-03,3.64,2.94
2345,2016-03-10,3.68,2.96
2346,2016-03-17,3.73,2.99
2347,2016-03-24,3.71,2.96
2348,2016-03-31,3.71,2.98
2349,2016-04-07,3.59,2.88
2350,2016-04-14,3.58,2.86
2351,2016-04-21,3.59,2.85
2352,2016-04-28,3.66,2.89
2353,2016-05-05,3.61,2.86
2354,2016-05-12,3.57,2.81
2355,2016-05-19,3.58,2.81
2356,2016-05-26,3.64,2.89
2357,2016-06-02,3.66,2.92
2358,2016-06-09,3.6,2.87
2359,2016-06-16,3.54,2.81
2360,2016-06-23,3.56,2.83
2361,2016-06-30,3.48,2.78
2362,2016-07-07,3.41,2.74
2363,2016-07-14,3.42,2.72
2364,2016-07-21,3.45,2.75
2365,2016-07-28,3.48,2.78
2366,2016-08-04,3.43,2.74
2367,2016-08-11,3.45,2.76
2368,2016-08-18,3.43,2.74
2369,2016-08-25,3.43,2.74
2370,2016-09-01,3.46,2.77
2371,2016-09-08,3.44,2.76
2372,2016-09-15,3.5,2.77
2373,2016-09-22,3.48,2.76
2374,2016-09-29,3.42,2.72
2375,2016-10-06,3.42,2.72
2376,2016-10-13,3.47,2.76
2377,2016-10-20,3.52,2.79
2378,2016-10-27,3.47,2.78
2379,2016-11-03,3.54,2.84
2380,2016-11-10,3.57,2.88
2381,2016-11-17,3.94,3.14
2382,2016-11-23,4.03,3.25
2383,2016-12-01,4.08,3.34
2384,2016-12-08,4.13,3.36
2385,2016-12-15,4.16,3.37
2386,2016-12-22,4.3,3.52
2387,2016-12-29,4.32,3.55
2388,2017-01-05,4.2,3.44
2389,2017-01-12,4.12,3.37
2390,2017-01-19,4.09,3.34
2391,2017-01-26,4.19,3.4
2392,2017-02-02,4.19,3.41
2393,2017-02-09,4.17,3.39
2394,2017-02-16,4.15,3.35
2395,2017-02-23,4.16,3.37
2396,2017-03-02,4.1,3.32
2397,2017-03-09,4.21,3.42
2398,2017-03-16,4.3,3.5
2399,2017-03-23,4.23,3.44
2400,2017-03-30,4.14,3.39
2401,2017-04-06,4.1,3.36
2402,2017-04-13,4.08,3.34
2403,2017-04-20,3.97,3.23
2404,2017-04-27,4.03,3.27
2405,2017-05-04,4.02,3.27
2406,2017-05-11,4.05,3.29
2407,2017-05-18,4.02,3.27
2408,2017-05-25,3.95,3.19
2409,2017-06-01,3.94,3.19
2410,2017-06-08,3.89,3.16
2411,2017-06-15,3.91,3.18
2412,2017-06-22,3.9,3.17
2413,2017-06-29,3.88,3.17
2414,2017-07-06,3.96,3.22
2415,2017-07-13,4.03,3.29
2416,2017-07-20,3.96,3.23
2417,2017-07-27,3.92,3.2
2418,2017-08-03,3.93,3.18
2419,2017-08-10,3.9,3.18
2420,2017-08-17,3.89,3.16
2421,2017-08-24,3.86,3.16
2422,2017-08-31,3.82,3.12
2423,2017-09-07,3.78,3.08
2424,2017-09-14,3.78,3.08
2425,2017-09-21,3.83,3.13
2426,2017-09-28,3.83,3.13
2427,2017-10-05,3.85,3.15
2428,2017-10-12,3.91,3.21
2429,2017-10-19,3.88,3.19
2430,2017-10-26,3.94,3.25
2431,2017-11-02,3.94,3.27
2432,2017-11-09,3.9,3.24
2433,2017-11-16,3.95,3.31
2434,2017-11-22,3.92,3.32
2435,2017-11-30,3.9,3.3
2436,2017-12-07,3.94,3.36
2437,2017-12-14,3.93,3.36
2438,2017-12-21,3.94,3.38
2439,2017-12-28,3.99,3.44
2440,2018-01-04,3.95,3.38
2441,2018-01-11,3.99,3.44
2442,2018-01-18,4.04,3.49
2443,2018-01-25,4.15,3.62
2444,2018-02-01,4.22,3.68
2445,2018-02-08,4.32,3.77
2446,2018-02-15,4.38,3.84
2447,2018-02-22,4.4,3.85
2448,2018-03-01,4.43,3.9
2449,2018-03-08,4.46,3.94
2450,2018-03-15,4.44,3.9
2451,2018-03-22,4.45,3.91
2452,2018-03-29,4.44,3.9
2453,2018-04-05,4.4,3.87
2454,2018-04-12,4.42,3.87
2455,2018-04-19,4.47,3.94
2456,2018-04-26,4.58,4.02
2457,2018-05-03,4.55,4.03
2458,2018-05-10,4.55,4.01
2459,2018-05-17,4.61,4.08
2460,2018-05-24,4.66,4.15
2461,2018-05-31,4.56,4.06
2462,2018-06-07,4.54,4.01
2463,2018-06-14,4.62,4.07
2464,2018-06-21,4.57,4.04
2465,2018-06-28,4.55,4.04
2466,2018-07-05,4.52,3.99
2467,2018-07-12,4.53,4.02
2468,2018-07-19,4.52,4.0
2469,2018-07-26,4.54,4.02
2470,2018-08-02,4.6,4.08
2471,2018-08-09,4.59,4.05
2472,2018-08-16,4.53,4.01
2473,2018-08-23,4.51,3.98
2474,2018-08-30,4.52,3.97
2475,2018-09-06,4.54,3.99
2476,2018-09-13,4.6,4.06
2477,2018-09-20,4.65,4.11
2478,2018-09-27,4.72,4.16
2479,2018-10-04,4.71,4.15
2480,2018-10-11,4.9,4.29
2481,2018-10-18,4.85,4.26
2482,2018-10-25,4.86,4.29
2483,2018-11-01,4.83,4.23
2484,2018-11-08,4.94,4.33
2485,2018-11-15,4.94,4.36
2486,2018-11-21,4.81,4.24
2487,2018-11-29,4.81,4.25
2488,2018-12-06,4.75,4.21
2489,2018-12-13,4.63,4.07
2490,2018-12-20,4.62,4.07
2491,2018-12-27,4.55,4.01
2492,2019-01-03,4.51,3.99
2493,2019-01-10,4.45,3.89
2494,2019-01-17,4.45,3.88
2495,2019-01-24,4.45,3.88
2496,2019-01-31,4.46,3.89
2497,2019-02-07,4.41,3.84
2498,2019-02-14,4.37,3.81
2499,2019-02-21,4.35,3.78
2500,2019-02-28,4.35,3.77
2501,2019-03-07,4.41,3.83
2502,2019-03-14,4.31,3.76
2503,2019-03-21,4.28,3.71
2504,2019-03-28,4.06,3.57
2505,2019-04-04,4.08,3.56
2506,2019-04-11,4.12,3.6
2507,2019-04-18,4.17,3.62
2508,2019-04-25,4.2,3.64
2509,2019-05-02,4.14,3.6
2510,2019-05-09,4.1,3.57
2511,2019-05-16,4.07,3.53
2512,2019-05-23,4.06,3.51
2513,2019-05-30,3.99,3.46
2514,2019-06-06,3.82,3.28
2515,2019-06-13,3.82,3.26
2516,2019-06-20,3.84,3.25
2517,2019-06-27,3.73,3.16
2518,2019-07-03,3.75,3.18
2519,2019-07-11,3.75,3.22
2520,2019-07-18,3.81,3.23
2521,2019-07-25,3.75,3.18
2522,2019-08-01,3.75,3.2
2523,2019-08-08,3.6,3.05
2524,2019-08-15,3.6,3.07
2525,2019-08-22,3.55,3.03
2526,2019-08-29,3.58,3.06
2527,2019-09-05,3.49,3.0
2528,2019-09-12,3.56,3.09
2529,2019-09-19,3.73,3.21
2530,2019-09-26,3.64,3.16
2531,2019-10-03,3.65,3.14
2532,2019-10-10,3.57,3.05
2533,2019-10-17,3.69,3.15
2534,2019-10-24,3.75,3.18
2535,2019-10-31,3.78,3.19
2536,2019-11-07,3.69,3.13
2537,2019-11-14,3.75,3.2
2538,2019-11-21,3.66,3.15
2539,2019-11-27,3.68,3.15
2540,2019-12-05,3.68,3.14
2541,2019-12-12,3.73,3.19
2542,2019-12-19,3.73,3.19
2543,2019-12-26,3.74,3.19
2544,2020-01-02,3.72,3.16
2545,2020-01-09,3.64,3.07
2546,2020-01-16,3.65,3.09
2547,2020-01-23,3.6,3.04
2548,2020-01-30,3.51,3.0
2549,2020-02-06,3.45,2.97
2550,2020-02-13,3.47,2.97
2551,2020-02-20,3.49,2.99
2552,2020-02-27,3.45,2.95
2553,2020-03-05,3.29,2.79
2554,2020-03-12,3.36,2.77
2555,2020-03-19,3.65,3.06
2556,2020-03-26,3.5,2.92
2557,2020-04-02,3.33,2.82
2558,2020-04-09,3.33,2.77
2559,2020-04-16,3.31,2.8
2560,2020-04-23,3.33,2.86
2561,2020-04-30,3.23,2.77
2562,2020-05-07,3.26,2.73
2563,2020-05-14,3.28,2.72
2564,2020-05-21,3.24,2.7
2565,2020-05-28,3.15,2.62
2566,2020-06-04,3.18,2.62
2567,2020-06-11,3.21,2.62
2568,2020-06-18,3.13,2.58
2569,2020-06-25,3.13,2.59
2570,2020-07-02,3.07,2.56
2571,2020-07-09,3.03,2.51
2572,2020-07-16,2.98,2.48
2573,2020-07-23,3.01,2.54
2574,2020-07-30,2.99,2.51
2575,2020-08-06,2.88,2.44
2576,2020-08-13,2.96,2.46
2577,2020-08-20,2.99,2.54
2578,2020-08-27,2.91,2.46
2579,2020-09-03,2.93,2.42
2580,2020-09-10,2.86,2.37
2581,2020-09-17,2.87,2.35
2582,2020-09-24,2.9,2.4
2583,2020-10-01,2.88,2.36
2584,2020-10-08,2.87,2.37
2585,2020-10-15,2.81,2.35
2586,2020-10-22,2.8,2.33
2587,2020-10-29,2.81,2.32
2588,2020-11-05,2.78,2.32
2589,2020-11-12,2.84,2.34
2590,2020-11-19,2.72,2.28
2591,2020-11-25,2.72,2.28
2592,2020-12-03,2.71,2.26
2593,2020-12-10,2.71,2.26
2594,2020-12-17,2.67,2.21
2595,2020-12-24,2.66,2.19
2596,2020-12-31,2.67,2.17
2597,2021-01-07,2.65,2.16
2598,2021-01-14,2.79,2.23
2599,2021-01-21,2.77,2.21
2600,2021-01-28,2.73,2.2
2601,2021-02-04,2.73,2.21
2602,2021-02-11,2.73,2.19
2603,2021-02-18,2.81,2.21
2604,2021-02-25,2.97,2.34
2605,2021-03-04,3.02,2.34
2606,2021-03-11,3.05,2.38
2607,2021-03-18,3.09,2.4
2608,2021-03-25,3.17,2.45
2609,2021-04-01,3.18,2.45
2610,2021-04-08,3.13,2.42
2611,2021-04-15,3.04,2.35
2612,2021-04-22,2.97,2.29
2613,2021-04-29,2.98,2.31
2614,2021-05-06,2.96,2.3
2615,2021-05-13,2.94,2.26
2616,2021-05-20,3.0,2.29
2617,2021-05-27,2.95,2.27
2618,2021-06-03,2.99,2.27
2619,2021-06-10,2.96,2.23
2620,2021-06-17,2.93,2.24
2621,2021-06-24,3.02,2.34
2622,2021-07-01,2.98,2.26
2623,2021-07-08,2.9,2.2
2624,2021-07-15,2.88,2.22
2625,2021-07-22,2.78,2.12
2626,2021-07-29,2.8,2.1
2627,2021-08-05,2.77,2.1
2628,2021-08-12,2.87,2.15
2629,2021-08-19,2.86,2.16
2630,2021-08-26,2.87,2.17
2631,2021-09-02,2.87,2.18
2632,2021-09-09,2.88,2.19
2633,2021-09-16,2.86,2.12
2634,2021-09-23,2.88,2.15
2635,2021-09-30,3.01,2.28
2636,2021-10-07,2.99,2.23
2637,2021-10-14,3.05,2.3
2638,2021-10-21,3.09,2.33
2639,2021-10-28,3.14,2.37
2640,2021-11-04,3.09,2.35
2641,2021-11-10,2.98,2.27
2642,2021-11-18,3.1,2.39
2643,2021-11-24,3.1,2.42
2644,2021-12-02,3.11,2.39
2645,2021-12-09,3.1,2.38
2646,2021-12-16,3.12,2.34
2647,2021-12-23,3.05,2.3
2648,2021-12-30,3.11,2.33
2649,2022-01-06,3.22,2.43
2650,2022-01-13,3.45,2.62
2651,2022-01-20,3.56,2.79
2652,2022-01-27,3.55,2.8
2653,2022-02-03,3.55,2.77
2654,2022-02-10,3.69,2.93
2655,2022-02-17,3.92,3.15
2656,2022-02-24,3.89,3.14
2657,2022-03-03,3.76,3.01
2658,2022-03-10,3.85,3.09
2659,2022-03-17,4.16,3.39
2660,2022-03-24,4.42,3.63
2661,2022-03-31,4.67,3.83
2662,2022-04-07,4.72,3.91
2663,2022-04-14,5.0,4.17
2664,2022-04-21,5.11,4.38
2665,2022-04-28,5.1,4.4
2666,2022-05-05,5.27,4.52
2667,2022-05-12,5.3,4.48
2668,2022-05-19,5.25,4.43
2669,2022-05-26,5.1,4.31
2670,2022-06-02,5.09,4.32
2671,2022-06-09,5.23,4.38
2672,2022-06-16,5.78,4.81
2673,2022-06-23,5.81,4.92
2674,2022-06-30,5.7,4.83
2675,2022-07-07,5.3,4.45
2676,2022-07-14,5.51,4.67
2677,2022-07-21,5.54,4.75
2678,2022-07-28,5.3,4.58
2679,2022-08-04,4.99,4.26
2680,2022-08-11,5.22,4.59
2681,2022-08-18,5.13,4.55
2682,2022-08-25,5.55,4.85
2683,2022-09-01,5.66,4.98
2684,2022-09-08,5.89,5.16
2685,2022-09-15,6.02,5.21
2686,2022-09-22,6.29,5.44
2687,2022-09-29,6.7,5.96
2688,2022-10-06,6.66,5.9
2689,2022-10-13,6.92,6.09
2690,2022-10-20,6.94,6.23
2691,2022-10-27,7.08,6.36
2692,2022-11-03,6.95,6.29
2693,2022-11-10,7.08,6.38
2694,2022-11-17,6.61,5.98
2695,2022-11-23,6.58,5.9
2696,2022-12-01,6.49,5.76
2697,2022-12-08,6.33,5.67
2698,2022-12-15,6.31,5.54
2699,2022-12-22,6.27,5.69
2700,2022-12-29,6.42,5.68
2701,2023-01-05,6.48,5.73
2702,2023-01-12,6.33,5.52
2703,2023-01-19,6.15,5.28
2704,2023-01-26,6.13,5.17
2705,2023-02-02,6.09,5.14
2706,2023-02-09,6.12,5.25
2707,2023-02-16,6.32,5.51
2708,2023-02-23,6.5,5.76
2709,2023-03-02,6.65,5.89
2710,2023-03-09,6.73,5.95
2711,2023-03-16,6.6,5.9
2712,2023-03-23,6.42,5.68
2713,2023-03-30,6.32,5.56
2714,2023-04-06,6.28,5.64
2715,2023-04-13,6.27,5.54
2716,2023-04-20,6.39,5.76
2717,2023-04-27,6.43,5.71
2718,2023-05-04,6.39,5.76
2719,2023-05-11,6.35,5.75
2720,2023-05-18,6.39,5.75
2721,2023-05-25,6.57,5.97
2722,2023-06-01,6.79,6.18
2723,2023-06-08,6.71,6.07
2724,2023-06-15,6.69,6.1
2725,2023-06-22,6.67,6.03
2726,2023-06-29,6.71,6.06
2727,2023-07-06,6.81,6.24
2728,2023-07-13,6.96,6.3
2729,2023-07-20,6.78,6.06
2730,2023-07-27,6.81,6.11
2731,2023-08-03,6.9,6.25
2732,2023-08-10,6.96,6.34
2733,2023-08-17,7.09,6.46
2734,2023-08-24,7.23,6.55
2735,2023-08-31,7.18,6.55
2736,2023-09-07,7.12,6.52
2737,2023-09-14,7.18,6.51
2738,2023-09-21,7.19,6.54
2739,2023-09-28,7.31,6.72
2740,2023-10-05,7.49,6.78
2741,2023-10-12,7.57,6.89
2742,2023-10-19,7.63,6.92
2743,2023-10-26,7.79,7.03
2744,2023-11-02,7.76,7.03
2745,2023-11-09,7.5,6.81
2746,2023-11-16,7.44,6.76
2747,2023-11-22,7.29,6.67
2748,2023-11-30,7.22,6.56
2749,2023-12-07,7.03,6.29
2750,2023-12-14,6.95,6.38
2751,2023-12-21,6.67,5.95
2752,2023-12-28,6.61,5.93
2753,2024-01-04,6.62,5.89
2754,2024-01-11,6.66,5.87
2755,2024-01-18,6.6,5.76
2756,2024-01-25,6.69,5.96
2757,2024-02-01,6.63,5.94
2758,2024-02-08,6.64,5.9
2759,2024-02-15,6.77,6.12
2760,2024-02-22,6.9,6.29
2761,2024-02-29,6.94,6.26
2762,2024-03-07,6.88,6.22
2763,2024-03-14,6.74,6.16
2764,2024-03-21,6.87,6.21
2765,2024-03-28,6.79,6.11
2766,2024-04-04,6.82,6.06
2767,2024-04-11,6.88,6.16
2768,2024-04-18,7.1,6.39
2769,2024-04-25,7.17,6.44
2770,2024-05-02,7.22,6.47
2771,2024-05-09,7.09,6.38
2772,2024-05-16,7.02,6.28
2773,2024-05-23,6.94,6.24
2774,2024-05-30,7.03,6.36
2775,2024-06-06,6.99,6.29
2776,2024-06-13,6.95,6.17
2777,2024-06-20,6.87,6.13
2778,2024-06-27,6.86,6.16
2779,2024-07-03,6.95,6.25
2780,2024-07-11,6.89,6.17
2781,2024-07-18,6.77,6.05
2782,2024-07-25,6.78,6.07
2783,2024-08-01,6.73,5.99
2784,2024-08-08,6.47,5.63
2785,2024-08-15,6.49,5.66
2786,2024-08-22,6.46,5.62
2787,2024-08-29,6.35,5.51
2788,2024-09-05,6.35,5.47
2789,2024-09-12,6.2,5.27
2790,2024-09-19,6.09,5.15
2791,2024-09-26,6.08,5.16
2792,2024-10-03,6.12,5.25
2793,2024-10-10,6.32,5.41
2794,2024-10-17,6.44,5.63
2795,2024-10-24,6.54,5.71
2796,2024-10-31,6.72,5.99
2797,2024-11-07,6.79,6.0
2798,2024-11-14,6.78,5.99
